,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc20
Pierre—or,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pierre—that,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pierre—there,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pierre—who,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitch-dark,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Piteous,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Piti-piti-piti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pitt,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Placing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Plans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Platoche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Platón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5
Platónic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Platósha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Plat—,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Plea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please,0,0,1,0,3,3,1,2,0,4,1,1,0,2,0,1,1,8,1,6
Please.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plenty,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Plutarch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Plátov,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,1,1,1
Plátovs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Podnovínsk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Podnovínski,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Podolian,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Podólsk,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Pointing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Poisonous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poklónny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
Pokróvka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Pokróvsk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Poland,0,0,0,0,0,3,0,0,2,2,1,0,0,1,4,1,0,1,0,0
Pole,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,1
Poleon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0
Poles—all,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
Polish,0,0,0,0,0,0,0,0,1,1,1,3,3,1,19,3,1,3,3,3
Poltáva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Pomerania,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ponds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Poniatowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
Poor,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
Pope,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Posen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Posnyákov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Possibly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Posterity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Postmaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Postulant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Potier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Potocka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Potsdam,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Potëmkin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Potëmkins,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Povarskáya,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
Povarskóy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Powdered,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Power,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Praskóvya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prater,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pratzen,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0
Pray,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Prayer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prechístenka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Preis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Premises,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Preobrazhénsk,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3
Preobrazhénskis,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Preparations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Prepare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Preparing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Presently,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
President,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Press,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pressed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pressing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pretty,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Preussisch-Eylau,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Previously,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prince,53,57,26,19,87,29,161,105,124,52,111,105,138,56,108,119,95,36,59,15
Prince.,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Princes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Princess,10,4,7,3,32,0,0,33,27,35,23,12,22,62,15,105,5,2,88,72
Princess.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Princesse,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Princesses,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prishprish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prisoners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Privat-Personen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Private,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Probably,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,2,0
Projectiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Prokhór,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prokófy,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Promise,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protect,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Protectress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Proverbe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1
Provinces—and,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Provincial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Provision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Prozoróvski,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Prusse,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Prussia,2,0,0,0,3,0,3,0,1,0,9,0,0,0,2,1,1,0,3,0
Prussia.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prussian,1,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0,0,0,0,0
Prussians,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
Prussia—undertaken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pryánichnikov,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Przazdziecka,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Przebyszéwski,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Présnya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Public,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Puckering,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Pull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Pultúsk,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
Pursued,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pushing,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Put,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
Pwince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Pyramids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Pávlograd,0,0,1,0,0,3,2,2,4,0,0,5,1,0,2,0,0,0,0,0
Pávlograds,0,0,0,0,0,1,0,0,4,0,0,3,0,0,1,0,0,0,0,0
Pávlovich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
Pávlovna,62,11,1,0,0,0,0,21,0,0,21,0,0,0,0,19,0,2,14,0
Pávlovna—who,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pénza,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Pétenka—he,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pétersbourg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pétrusha,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pétya,0,2,0,1,0,0,0,0,11,7,1,0,26,4,9,42,0,29,0,126
Pétya—,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pétya—abashed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pétya—pale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pétya—whom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pólya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Púshkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Qu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Quand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Quarante,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quartermaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Quarters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Quartier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Quatre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Que,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Queen,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
Quelle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Questions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Qui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Quicker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Quiet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quite,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,2,0,1,0,0
Quos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Radzivílov,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Raisins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rakes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ramballe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,7
Rameau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Rampart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rapidly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Rapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Rarely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rascals,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rasgulyáy—the,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rays,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razumóvski,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razumóvskis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
Raévski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,11,2,1,0
Raévskis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Reaching,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Read,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Reading,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ready,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Real,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Really,0,1,0,2,0,1,1,1,0,1,1,0,3,4,0,0,3,2,2,2
Reasons,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Recalling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Recent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Recite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Red,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Redoubt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
Redoubt—and,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Redoubt—our,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Regiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Regiment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Regiment—was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Registrar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Regulations,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
Reinforcements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Release,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Religion,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Religious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remarks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Remember,0,0,1,0,2,0,0,2,1,0,1,0,0,2,2,0,0,0,1,0
Rentrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Reply,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Repnín,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Respond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Retire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Returned,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Returning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Revelation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Reveries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Reviewing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Revision,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Revolution,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0
Rhetor,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0
Rhine,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Rhipheus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rides,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Riding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rights,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
Robber,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Robbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Robbing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Robespierre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rogózhski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Rohans,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roi,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Roman,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Romans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rome,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,1,0,0
Rome.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rook,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Rook—a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosenkampf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rostopchín,0,0,0,0,0,0,0,0,0,4,0,0,0,13,8,3,18,71,3,4
Rostopchíne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Rostóv,0,0,7,1,1,92,1,24,110,143,33,153,35,11,64,55,2,8,22,4
Rostóv.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Rostóva,0,1,3,1,0,0,0,0,0,0,0,2,6,4,9,0,1,0,0,2
Rostóvs,0,1,2,1,3,0,0,0,3,9,2,9,30,33,17,3,2,23,7,5
Rostóvs—the,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rostóv—a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rostóv—their,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rostóv—though,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Round,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
Rousing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rousseau,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Routed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Row,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Royalty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rubbish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rugáy,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Rugáyushka,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Rumors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rumyántsev,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0
Rumyántsovs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Run,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Running,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russen,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Russia,5,0,0,1,5,2,8,0,5,2,3,6,2,3,24,22,20,5,24,11
Russia.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
Russian,4,3,0,4,6,15,32,7,36,17,6,17,5,5,42,30,67,27,53,63
Russian.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Russians,0,0,0,1,3,1,6,0,4,7,0,0,0,1,3,7,46,11,25,28
Russians—and,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Russians—the,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Russian—but,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia—and,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Russia—barbaric,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia—were,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Russie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Russo-French,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rustan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rustchuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rustic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryazán,0,0,0,0,0,0,0,2,0,0,0,5,1,1,0,1,0,3,8,0
Ryazána,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rykónty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Réaumur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rúrik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S.,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
S.S.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SIX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sabastiani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sacred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Sacré,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Saddle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Saddled,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sadóvaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Saint,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Salamanca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Salomoni,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saltykóv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
